Beta;Mach;AoA;Re/1e6;CL;CDo;CDi;CDtot;CDt;CDtot_t;CS;L/D;E;CFx;CFy;CFz;CMx;CMy;CMz;CMl;CMm;CMn;FOpt
0;0;-8;0.135359;-0.677951033;0.058229618;0.0387830448;0.0970126629;0.0391092319;0.09733885;-0.00130917524;-6.98827362;0.754029696;0.00171599472;-0.00130917524;-0.684854813;2.976559e-06;0.132813356;-0.000527667815;-2.976559e-06;0.132813356;0.000527667815;0
0;0;-6;0.135359;-0.509715216;0.0575331529;0.0220099793;0.0795431322;0.0217708554;0.0793040082;-0.00129240068;-6.40803552;0.519843635;0.0258276383;-0.00129240068;-0.515237464;6.41018e-06;0.102517898;-0.000484639649;-6.41018e-06;0.102517898;0.000484639649;0
0;0;-4;0.135359;-0.340457717;0.0570267949;0.00992595571;0.0669527506;0.00954609845;0.0665728933;-0.00122544281;-5.08504451;0.275535882;0.0430405273;-0.00122544281;-0.344298767;7.83328e-06;0.0697843099;-0.000432771818;-7.83328e-06;0.0697843099;0.000432771818;0
0;0;-2;0.135359;-0.170520014;0.0567149546;0.00262553965;0.0593404943;0.00231383624;0.0590287909;-0.00108662944;-2.87358601;0.0779865632;0.053353283;-0.00108662944;-0.172487091;6.279854e-06;0.0353999808;-0.000352794663;-6.279854e-06;0.0353999808;0.000352794663;0
0;0;0;0.135359;-2.6890729e-05;0.0566045691;0.000167901145;0.0567724702;1.322919e-06;0.056605892;-0.000890176315;-0.000473657895;2.027e-09;0.0567724702;-0.000890176315;-2.6890729e-05;3.026604e-06;3.7442816e-05;-0.00026287137;-3.026604e-06;3.7442816e-05;0.00026287137;0
0;0;2;0.135359;0.170520014;0.0567149546;0.00262553965;0.0593404943;0.00231383624;0.0590287909;-0.00108662944;2.87358601;0.0779865632;0.053353283;-0.00108662944;0.172487091;6.279854e-06;-0.0353999808;-0.000352794663;-6.279854e-06;-0.0353999808;0.000352794663;0
0;0;4;0.135359;0.340457717;0.0570267949;0.00992595571;0.0669527506;0.00954609845;0.0665728933;-0.00122544281;5.08504451;0.275535882;0.0430405273;-0.00122544281;0.344298767;7.83328e-06;-0.0697843099;-0.000432771818;-7.83328e-06;-0.0697843099;0.000432771818;0
0;0;6;0.135359;0.509715216;0.0575331529;0.0220099793;0.0795431322;0.0217708554;0.0793040082;-0.00129240068;6.40803552;0.519843635;0.0258276383;-0.00129240068;0.515237464;6.41018e-06;-0.102517898;-0.000484639649;-6.41018e-06;-0.102517898;0.000484639649;0
0;0;8;0.135359;0.677951033;0.058229618;0.0387830448;0.0970126629;0.0391092319;0.09733885;-0.00130917524;6.98827362;0.754029696;0.00171599472;-0.00130917524;0.684854813;2.976559e-06;-0.132813356;-0.000527667815;-2.976559e-06;-0.132813356;0.000527667815;0
0;0;10;0.135359;0.845040795;0.0591172517;0.0601484618;0.119265713;0.0614650372;0.120582289;-0.00127025993;7.08536234;0.952927724;-0.0292859948;-0.00127025993;0.852913;-6.107311e-06;-0.160009079;-0.000560108076;6.107311e-06;-0.160009079;0.000560108076;0
0;0;12;0.135359;1.01106555;0.0601964055;0.0860296882;0.146226094;0.0888195203;0.149015926;-0.0011850386;6.91439896;1.11263821;-0.0671816453;-0.0011850386;1.01937346;-1.4908761e-05;-0.183573526;-0.000586015381;1.4908761e-05;-0.183573526;0.000586015381;0
0;0;14;0.135359;1.17562234;0.0614602151;0.116269384;0.177729599;0.120829358;0.182289573;-0.00099469765;6.61466828;1.23764508;-0.111958515;-0.00099469765;1.18369801;-1.9839866e-05;-0.202743132;-0.000587790875;1.9839866e-05;-0.202743132;0.000587790875;0
0;0;16;0.135359;1.33907546;0.0629111872;0.150840016;0.213751203;0.15733453;0.220245717;-0.000613141254;6.26464525;1.33512447;-0.163628375;-0.000613141254;1.34611976;-2.5132397e-05;-0.217199298;-0.00052358497;2.5132397e-05;-0.217199298;0.00052358497;0
0;0;18;0.135359;1.5005106;0.0645389155;0.189394881;0.253933796;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.225803392;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;18.25;0.135359;1.51932488;0.0645389155;0.189394881;0.259194662;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.226525869;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;18.5;0.135359;1.5354844;0.0645389155;0.189394881;0.264931612;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.226570893;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;18.75;0.135359;1.54910233;0.0645389155;0.189394881;0.271144645;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.225981386;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;19;0.135359;1.56029183;0.0645389155;0.189394881;0.277833761;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.224800272;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;19.25;0.135359;1.56916609;0.0645389155;0.189394881;0.284998962;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.223070473;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;19.5;0.135359;1.57583827;0.0645389155;0.189394881;0.292640245;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.220834911;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;19.75;0.135359;1.58042154;0.0645389155;0.189394881;0.300757613;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.218136511;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;20;0.135359;1.58302909;0.0645389155;0.189394881;0.309351064;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.215018195;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;20.25;0.135359;1.58377408;0.0645389155;0.189394881;0.318420599;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.211522886;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;20.5;0.135359;1.58276968;0.0645389155;0.189394881;0.327966217;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.207693506;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;20.75;0.135359;1.58012908;0.0645389155;0.189394881;0.337987918;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.20357298;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;21;0.135359;1.57596543;0.0645389155;0.189394881;0.348485704;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.199204229;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;21.25;0.135359;1.57039191;0.0645389155;0.189394881;0.359459573;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.194630176;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;21.5;0.135359;1.56352171;0.0645389155;0.189394881;0.370909525;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.189893745;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;21.75;0.135359;1.55546798;0.0645389155;0.189394881;0.382835561;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.185037858;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;22;0.135359;1.5463439;0.0645389155;0.189394881;0.395237681;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.180105439;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;22.25;0.135359;1.53626265;0.0645389155;0.189394881;0.408115884;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.17513941;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;22.5;0.135359;1.52533739;0.0645389155;0.189394881;0.421470171;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.170182694;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;22.75;0.135359;1.51368131;0.0645389155;0.189394881;0.435300542;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.165278215;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;23;0.135359;1.50140756;0.0645389155;0.189394881;0.449606996;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.160468894;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;23.25;0.135359;1.48862933;0.0645389155;0.189394881;0.464389533;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.155797655;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;23.5;0.135359;1.47545979;0.0645389155;0.189394881;0.479648155;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.151307421;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;23.75;0.135359;1.46201211;0.0645389155;0.189394881;0.495382859;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.147041115;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;24;0.135359;1.44839947;0.0645389155;0.189394881;0.511593648;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.14304166;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;24.25;0.135359;1.43473503;0.0645389155;0.189394881;0.52828052;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.139351978;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;24.5;0.135359;1.42113197;0.0645389155;0.189394881;0.545443475;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.136014993;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;24.75;0.135359;1.40770346;0.0645389155;0.189394881;0.563082514;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.133073627;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;25;0.135359;1.39456267;0.0645389155;0.189394881;0.581197637;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.130570803;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;25.25;0.135359;1.38182278;0.0645389155;0.189394881;0.599788844;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.128549445;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;25.5;0.135359;1.36959696;0.0645389155;0.189394881;0.618856133;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.127052475;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;25.75;0.135359;1.35799838;0.0645389155;0.189394881;0.638399507;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.126122817;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;26;0.135359;1.34714022;0.0645389155;0.189394881;0.658418964;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.125803392;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;26.25;0.135359;1.33713565;0.0645389155;0.189394881;0.678914505;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.125803392;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;26.5;0.135359;1.32809784;0.0645389155;0.189394881;0.699886129;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.125803392;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;26.75;0.135359;1.32013996;0.0645389155;0.189394881;0.721333837;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.125803392;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;27;0.135359;1.31337518;0.0645389155;0.189394881;0.743257628;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.125803392;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;27.25;0.135359;1.30791669;0.0645389155;0.189394881;0.765657503;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.125803392;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;27.5;0.135359;1.30387764;0.0645389155;0.189394881;0.788533462;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.125803392;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;27.75;0.135359;1.30137122;0.0645389155;0.189394881;0.811885504;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.125803392;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;28;0.135359;1.3005106;0.0645389155;0.189394881;0.83571363;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.125803392;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;28.25;0.135359;1.3005106;0.0645389155;0.189394881;0.860017839;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.125803392;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;28.5;0.135359;1.3005106;0.0645389155;0.189394881;0.884798132;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.125803392;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;28.75;0.135359;1.3005106;0.0645389155;0.189394881;0.910054508;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.125803392;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;29;0.135359;1.3005106;0.0645389155;0.189394881;0.935786968;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.125803392;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;29.25;0.135359;1.3005106;0.0645389155;0.189394881;0.961995512;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.125803392;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;29.5;0.135359;1.3005106;0.0645389155;0.189394881;0.988680139;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.125803392;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;29.75;0.135359;1.3005106;0.0645389155;0.189394881;1.01584085;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.125803392;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;30;0.135359;1.3005106;0.0645389155;0.189394881;1.04347764;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.125803392;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;30.25;0.135359;1.3005106;0.0645389155;0.189394881;1.07159052;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.125803392;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;30.5;0.135359;1.3005106;0.0645389155;0.189394881;1.10017948;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.125803392;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;30.75;0.135359;1.3005106;0.0645389155;0.189394881;1.12924453;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.125803392;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;31;0.135359;1.3005106;0.0645389155;0.189394881;1.15878566;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.125803392;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;31.25;0.135359;1.3005106;0.0645389155;0.189394881;1.18880287;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.125803392;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;31.5;0.135359;1.3005106;0.0645389155;0.189394881;1.21929617;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.125803392;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;31.75;0.135359;1.3005106;0.0645389155;0.189394881;1.25026555;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.125803392;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;32;0.135359;1.3005106;0.0645389155;0.189394881;1.28171101;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.125803392;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;32.25;0.135359;1.3005106;0.0645389155;0.189394881;1.31363256;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.125803392;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;32.5;0.135359;1.3005106;0.0645389155;0.189394881;1.34603019;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.125803392;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;32.75;0.135359;1.3005106;0.0645389155;0.189394881;1.3789039;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.125803392;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;33;0.135359;1.3005106;0.0645389155;0.189394881;1.4122537;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.125803392;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;33.25;0.135359;1.3005106;0.0645389155;0.189394881;1.44607958;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.125803392;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;33.5;0.135359;1.3005106;0.0645389155;0.189394881;1.48038154;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.125803392;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;33.75;0.135359;1.3005106;0.0645389155;0.189394881;1.51515959;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.125803392;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;34;0.135359;1.3005106;0.0645389155;0.189394881;1.55041372;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.125803392;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;34.25;0.135359;1.3005106;0.0645389155;0.189394881;1.58614394;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.125803392;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;34.5;0.135359;1.3005106;0.0645389155;0.189394881;1.62235024;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.125803392;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;34.75;0.135359;1.3005106;0.0645389155;0.189394881;1.65903262;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.125803392;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;35;0.135359;1.3005106;0.0645389155;0.189394881;1.69619109;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.125803392;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;35.25;0.135359;1.3005106;0.0645389155;0.189394881;1.73382564;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.125803392;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;35.5;0.135359;1.3005106;0.0645389155;0.189394881;1.77193627;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.125803392;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;35.75;0.135359;1.3005106;0.0645389155;0.189394881;1.81052299;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.125803392;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;36;0.135359;1.3005106;0.0645389155;0.189394881;1.84958579;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.125803392;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;36.25;0.135359;1.3005106;0.0645389155;0.189394881;1.88912467;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.125803392;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;36.5;0.135359;1.3005106;0.0645389155;0.189394881;1.92913964;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.125803392;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;36.75;0.135359;1.3005106;0.0645389155;0.189394881;1.96963069;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.125803392;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;37;0.135359;1.3005106;0.0645389155;0.189394881;2.01059782;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.125803392;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;37.25;0.135359;1.3005106;0.0645389155;0.189394881;2.05204104;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.125803392;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;37.5;0.135359;1.3005106;0.0645389155;0.189394881;2.09396034;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.125803392;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;37.75;0.135359;1.3005106;0.0645389155;0.189394881;2.13635573;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.125803392;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;38;0.135359;1.3005106;0.0645389155;0.189394881;2.1792272;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.125803392;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;38.25;0.135359;1.3005106;0.0645389155;0.189394881;2.22257475;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.125803392;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;38.5;0.135359;1.3005106;0.0645389155;0.189394881;2.26639839;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.125803392;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
0;0;38.75;0.135359;1.3005106;0.0645389155;0.189394881;2.31069811;0.198317046;0.262855961;-3.699969e-06;5.90906222;1.41116518;-0.222177884;-3.699969e-06;1.50554024;-1.2660573e-05;-0.125803392;-0.000434802094;1.2660573e-05;-0.225803392;0.000434802094;0
